prefix,vendor,source,confidence,alt_sources,alt_vendors
001A8B,"CHUNIL ELECTRIC IND., CO.",ieee,1.0,"wireshark,nmap",ChunilElectr | Chunil Electric IND.
001A8C,Sophos Ltd,ieee,1.0,"wireshark,nmap",Sophos | Sophos
001A8D,AVECS Bergen GmbH,ieee,1.0,"wireshark,nmap",AVECSBergen | Avecs Bergen GmbH
001A8E,3Way Networks Ltd,ieee,1.0,"wireshark,nmap",3WayNetworks | 3Way Networks
001A8F,Nortel Networks,ieee,1.0,"wireshark,nmap",NortelNetwor | Nortel Networks
001A90,Trópico Sistemas e Telecomunicações da Amazônia LTDA.,ieee,1.0,"wireshark,nmap",TrópicoSiste | Trópico Sistemas e Telecomunicações da Amazônia Ltda.
001A91,FusionDynamic Ltd.,ieee,1.0,"wireshark,nmap",FusionDynami | FusionDynamic
001A92,ASUSTek COMPUTER INC.,ieee,1.0,"wireshark,nmap",ASUSTekCOMPU | ASUSTek Computer
001A93,ERCO Leuchten GmbH,ieee,1.0,"wireshark,nmap",ERCOLeuchten | Erco Leuchten GmbH
001A94,Votronic GmbH,ieee,1.0,"wireshark,nmap",Votronic | Votronic GmbH
001A95,"Hisense Mobile Communications Technoligy Co.,Ltd.",ieee,1.0,"wireshark,nmap",HisenseMobil | Hisense Mobile Communications Technoligy
001A96,ECLER S.A.,ieee,1.0,"wireshark,nmap",Ecler | Ecler
001A97,fitivision technology Inc.,ieee,1.0,"wireshark,nmap",fitivisionte | fitivision technology
001A98,Asotel Communication Limited Taiwan Branch,ieee,1.0,"wireshark,nmap",AsotelCommun | Asotel Communication Limited Taiwan Branch
001A99,"Smarty (HZ) Information Electronics Co., Ltd",ieee,1.0,"wireshark,nmap",SmartyInform | Smarty (HZ) Information Electronics
001A9A,"Skyworth Digital Technology(Shenzhen) Co.,Ltd",ieee,1.0,"wireshark,nmap",SkyworthDigi | Skyworth Digital Technology(Shenzhen)
001A9B,ADEC & Parter AG,ieee,1.0,"wireshark,nmap",ADECParter | Adec & Parter AG
001A9C,"RightHand Technologies, Inc.",ieee,1.0,"wireshark,nmap",RightHandTec | RightHand Technologies
001A9D,"Skipper Wireless, Inc.",ieee,1.0,"wireshark,nmap",SkipperWirel | Skipper Wireless
001A9E,ICON Digital International Limited,ieee,1.0,"wireshark,nmap",ICONDigitalI | Icon Digital International Limited
001A9F,A-Link Ltd,ieee,1.0,"wireshark,nmap",ALink | A-Link
001AA0,Dell Inc.,ieee,1.0,"wireshark,nmap",Dell | Dell
001AA1,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001AA2,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001AA3,DELORME,ieee,1.0,"wireshark,nmap",Delorme | Delorme
001AA4,Future University-Hakodate,ieee,1.0,"wireshark,nmap",FutureUniver | Future University-Hakodate
001AA5,BRN Phoenix,ieee,1.0,"wireshark,nmap",BRNPhoenix | BRN Phoenix
001AA6,Elbit Systems Deutschland GmbH & Co. KG,ieee,1.0,"wireshark,nmap",ElbitDeutsch | Elbit Systems Deutschland GmbH & KG
001AA7,Torian Wireless,ieee,1.0,"wireshark,nmap",TorianWirele | Torian Wireless
001AA8,"Mamiya Digital Imaging Co., Ltd.",ieee,1.0,"wireshark,nmap",MamiyaDigita | Mamiya Digital Imaging
001AA9,"FUJIAN STAR-NET COMMUNICATION CO.,LTD",ieee,1.0,"wireshark,nmap",FujianStarNe | Fujian Star-NET Communication
001AAA,Analogic Corp.,ieee,1.0,"wireshark,nmap",Analogic | Analogic
001AAB,eWings s.r.l.,ieee,1.0,"wireshark,nmap",eWings | eWings s.r.l.
001AAC,Corelatus AB,ieee,1.0,"wireshark,nmap",Corelatus | Corelatus AB
001AAD,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
001AAE,Savant Systems LLC,ieee,1.0,"wireshark,nmap",Savant | Savant Systems
001AAF,BLUSENS TECHNOLOGY,ieee,1.0,"wireshark,nmap",BlusensTechn | Blusens Technology
001AB0,"Signal Networks Pvt. Ltd.,",ieee,1.0,"wireshark,nmap","SignalNetwor | Signal Networks Pvt.,"
001AB1,"Asia Pacific Satellite Industries Co., Ltd.",ieee,1.0,"wireshark,nmap",AsiaPacificS | Asia Pacific Satellite Industries
001AB2,Cyber Solutions Inc.,ieee,1.0,"wireshark,nmap",CyberSolutio | Cyber Solutions
001AB3,VISIONITE INC.,ieee,1.0,"wireshark,nmap",Visionite | Visionite
001AB4,FFEI Ltd.,ieee,1.0,"wireshark,nmap",FFEI | Ffei
001AB5,Home Network System,ieee,1.0,"wireshark,nmap",HomeNetworkS | Home Network System
001AB6,Texas Instruments,ieee,1.0,"wireshark,nmap",TexasInstrum | Texas Instruments
001AB7,Ethos Networks LTD.,ieee,1.0,"wireshark,nmap",EthosNetwork | Ethos Networks
001AB8,Anseri Corporation,ieee,1.0,"wireshark,nmap",Anseri | Anseri
001AB9,Groupe Carrus,ieee,1.0,"wireshark,nmap",GroupeCarrus | Groupe Carrus
001ABA,Caton Overseas Limited,ieee,1.0,"wireshark,nmap",CatonOversea | Caton Overseas Limited
001ABB,Fontal Technology Incorporation,ieee,1.0,"wireshark,nmap",FontalTechno | Fontal Technology Incorporation
001ABC,U4EA Technologies Ltd,ieee,1.0,"wireshark,nmap",U4EATechnolo | U4EA Technologies
001ABD,Impatica Inc.,ieee,1.0,"wireshark,nmap",Impatica | Impatica
001ABE,COMPUTER HI-TECH INC.,ieee,1.0,"wireshark,nmap",ComputerHiTe | Computer HI-Tech
001ABF,TRUMPF Laser Marking Systems AG,ieee,1.0,"wireshark,nmap",TRUMPFLaserM | Trumpf Laser Marking Systems AG
001AC0,"JOYBIEN TECHNOLOGIES CO., LTD.",ieee,1.0,"wireshark,nmap",JoybienTechn | Joybien Technologies
001AC1,3Com Ltd,ieee,1.0,"wireshark,nmap",3Com | 3Com
001AC2,"YEC Co.,Ltd.",ieee,1.0,"wireshark,nmap",YEC | YEC
001AC3,"Scientific-Atlanta, Inc",ieee,1.0,"wireshark,nmap",ScientificAt | Scientific-Atlanta
001AC4,2Wire Inc,ieee,1.0,"wireshark,nmap",2Wire | 2Wire
001AC5,"Keysight Technologies, Inc.",ieee,1.0,"wireshark,nmap",KeysightTech | Keysight Technologies
001AC6,Micro Control Designs,ieee,1.0,"wireshark,nmap",MicroControl | Micro Control Designs
001AC7,UNIPOINT,ieee,1.0,"wireshark,nmap",Unipoint | Unipoint
001AC8,ISL (Instrumentation Scientifique de Laboratoire),ieee,1.0,"wireshark,nmap",ISL | ISL (Instrumentation Scientifique de Laboratoire)
001AC9,"SUZUKEN CO.,LTD",ieee,1.0,"wireshark,nmap",Suzuken | Suzuken
001ACA,Tilera Corporation,ieee,1.0,"wireshark,nmap",Tilera | Tilera
001ACB,Autocom Products Ltd,ieee,1.0,"wireshark,nmap",AutocomProdu | Autocom Products
001ACC,"Celestial Semiconductor, Ltd",ieee,1.0,"wireshark,nmap",CelestialSem | Celestial Semiconductor
001ACD,Tidel Engineering LP,ieee,1.0,"wireshark,nmap",TidelEnginee | Tidel Engineering LP
001ACE,YUPITERU CORPORATION,ieee,1.0,"wireshark,nmap",Yupiteru | Yupiteru
001ACF,C.T. ELETTRONICA,ieee,1.0,"wireshark,nmap",CTElettronic | C.T. Elettronica
001AD0,Albis Technologies AG,ieee,1.0,"wireshark,nmap",AlbisTechnol | Albis Technologies AG
001AD1,"FARGO CO., LTD.",ieee,1.0,"wireshark,nmap",Fargo | Fargo
001AD2,Eletronica Nitron Ltda,ieee,1.0,"wireshark,nmap",EletronicaNi | Eletronica Nitron Ltda
001AD3,Vamp Ltd.,ieee,1.0,"wireshark,nmap",Vamp | Vamp
001AD4,"iPOX Technology Co., Ltd.",ieee,1.0,"wireshark,nmap",iPOXTechnolo | iPOX Technology
001AD5,"KMC CHAIN INDUSTRIAL CO., LTD.",ieee,1.0,"wireshark,nmap",KmcChainIndu | KMC Chain Industrial
001AD6,"JIAGNSU AETNA ELECTRIC CO.,LTD",ieee,1.0,"wireshark,nmap",JiagnsuAetna | Jiagnsu Aetna Electric
001AD7,"Christie Digital Systems, Inc.",ieee,1.0,"wireshark,nmap",ChristieDigi | Christie Digital Systems
001AD8,AlsterAero GmbH,ieee,1.0,"wireshark,nmap",AlsterAero | AlsterAero GmbH
001AD9,"International Broadband Electric Communications, Inc.",ieee,1.0,"wireshark,nmap",Internationa | International Broadband Electric Communications
001ADA,Biz-2-Me Inc.,ieee,1.0,"wireshark,nmap",Biz2Me | Biz-2-Me
001ADB,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
001ADC,Nokia Danmark A/S,ieee,1.0,"wireshark,nmap",NokiaDanmark | Nokia Danmark A/S
001ADD,PePWave Ltd,ieee,1.0,"wireshark,nmap",PePWave | PePWave
001ADE,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
001ADF,Interactivetv Pty Limited,ieee,1.0,"wireshark,nmap",Interactivet | Interactivetv Limited
001AE0,Mythology Tech Express Inc.,ieee,1.0,"wireshark,nmap",MythologyTec | Mythology Tech Express
001AE1,EDGE ACCESS INC,ieee,1.0,"wireshark,nmap",EdgeAccess | Edge Access
001AE2,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001AE3,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001AE4,Medicis Technologies Corporation,ieee,1.0,"wireshark,nmap",MedicisTechn | Medicis Technologies
001AE5,Mvox Technologies Inc.,ieee,1.0,"wireshark,nmap",MvoxTechnolo | Mvox Technologies
001AE6,Atlanta Advanced Communications Holdings Limited,ieee,1.0,"wireshark,nmap",AtlantaAdvan | Atlanta Advanced Communications Holdings Limited
001AE7,"Aztek Networks, Inc.",ieee,1.0,"wireshark,nmap",AztekNetwork | Aztek Networks
001AE8,Unify Software and Solutions GmbH & Co. KG,ieee,1.0,"wireshark,nmap",UnifySoftwar | Unify Software and Solutions GmbH & KG
001AE9,"Nintendo Co., Ltd.",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
001AEA,Radio Terminal Systems Pty Ltd,ieee,1.0,"wireshark,nmap",RadioTermina | Radio Terminal Systems
001AEB,Allied Telesis K.K.,ieee,1.0,"wireshark,nmap",AlliedTelesi | Allied Telesis K.K.
001AEC,"Keumbee Electronics Co.,Ltd.",ieee,1.0,"wireshark,nmap",KeumbeeElect | Keumbee Electronics
001AED,INCOTEC GmbH,ieee,1.0,"wireshark,nmap",INCOTEC | Incotec GmbH
001AEE,Shenztech Ltd,ieee,1.0,"wireshark,nmap",Shenztech | Shenztech
001AEF,"Loopcomm Technology, Inc.",ieee,1.0,"wireshark,nmap",LoopcommTech | Loopcomm Technology
001AF0,Alcatel-Lucent IPD,ieee,1.0,"wireshark,nmap",AlcatelLucen | Alcatel-Lucent IPD
001AF1,Embedded Artists AB,ieee,1.0,"wireshark,nmap",EmbeddedArti | Embedded Artists AB
001AF2,Dynavisions Schweiz AG,ieee,1.0,"wireshark,nmap",DynavisionsS | Dynavisions Schweiz AG
001AF3,Samyoung Electronics,ieee,1.0,"wireshark,nmap",SamyoungElec | Samyoung Electronics
001AF4,Handreamnet,ieee,1.0,"wireshark,nmap",Handreamnet | Handreamnet
001AF5,"PENTAONE. CO., LTD.",ieee,1.0,"wireshark,nmap",Pentaone | Pentaone.
001AF6,"Woven Systems, Inc.",ieee,1.0,"wireshark,nmap",Woven | Woven Systems
001AF7,dataschalt e+a GmbH,ieee,1.0,"wireshark,nmap",dataschaltea | dataschalt e+a GmbH
001AF8,Copley Controls Corporation,ieee,1.0,"wireshark,nmap",CopleyContro | Copley Controls
001AF9,AeroVIronment (AV Inc),ieee,1.0,"wireshark,nmap",AeroVIronmen | AeroVIronment (AV)
001AFA,"Welch Allyn, Inc.",ieee,1.0,"wireshark,nmap",WelchAllyn | Welch Allyn
001AFB,Joby Inc.,ieee,1.0,"wireshark,nmap",Joby | Joby
001AFC,ModusLink Corporation,ieee,1.0,"wireshark,nmap",ModusLink | ModusLink
001AFD,EVOLIS,ieee,1.0,"wireshark,nmap",Evolis | Evolis
001AFE,SOFACREAL,ieee,1.0,"wireshark,nmap",Sofacreal | Sofacreal
001AFF,Wizyoung Tech.,ieee,1.0,"wireshark,nmap",WizyoungTech | Wizyoung Tech.
001B00,Neopost Technologies,ieee,1.0,"wireshark,nmap",NeopostTechn | Neopost Technologies
001B01,Applied Radio Technologies,ieee,1.0,"wireshark,nmap",AppliedRadio | Applied Radio Technologies
001B02,ED Co.Ltd,ieee,1.0,"wireshark,nmap",ED | EDLtd
001B03,"Action Technology (SZ) Co., Ltd",ieee,1.0,"wireshark,nmap",ActionTechno | Action Technology (SZ)
001B04,Affinity International S.p.a,ieee,1.0,"wireshark,nmap",AffinityInte | Affinity International S.p.a
001B05,YMC AG,ieee,1.0,"wireshark,nmap",Ymc | YMC AG
001B06,Ateliers R. LAUMONIER,ieee,1.0,"wireshark,nmap",AteliersRLAU | Ateliers R. Laumonier
001B07,Mendocino Software,ieee,1.0,"wireshark,nmap",MendocinoSof | Mendocino Software
001B08,Danfoss Drives A/S,ieee,1.0,"wireshark,nmap",DanfossDrive | Danfoss Drives A/S
001B09,MATRIX COMSEC PRIVATE LIMITED,ieee,1.0,"wireshark,nmap",MatrixComsec | Matrix Comsec Private Limited
001B0A,Intelligent Distributed Controls Ltd,ieee,1.0,"wireshark,nmap",IntelligentD | Intelligent Distributed Controls
001B0B,Phidgets Inc.,ieee,1.0,"wireshark,nmap",Phidgets | Phidgets
001B0C,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B0D,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B0E,InoTec GmbH Organisationssysteme,ieee,1.0,"wireshark,nmap",InoTecOrgani | InoTec GmbH Organisationssysteme
001B0F,Petratec,ieee,1.0,"wireshark,nmap",Petratec | Petratec
001B10,"ShenZhen Kang Hui Technology Co.,ltd",ieee,1.0,"wireshark,nmap",KangHuiTechn | ShenZhen Kang Hui Technology
001B11,D-Link Corporation,ieee,1.0,"wireshark,nmap",DLink | D-Link
001B12,Apprion,ieee,1.0,"wireshark,nmap",Apprion | Apprion
001B13,Icron Technologies Corporation,ieee,1.0,"wireshark,nmap",IcronTechnol | Icron Technologies
001B14,Carex Lighting Equipment Factory,ieee,1.0,"wireshark,nmap",CarexLightin | Carex Lighting Equipment Factory
001B15,"Voxtel, Inc.",ieee,1.0,"wireshark,nmap",Voxtel | Voxtel
001B16,Celtro Ltd.,ieee,1.0,"wireshark,nmap",Celtro | Celtro
001B17,Palo Alto Networks,ieee,1.0,"wireshark,nmap",PaloAltoNetw | Palo Alto Networks
001B18,"Tsuken Electric Ind. Co.,Ltd",ieee,1.0,"wireshark,nmap",TsukenElectr | Tsuken Electric Ind.
001B19,IEEE I&M Society TC9,ieee,1.0,"wireshark,nmap",IEEEI&MSocie | Ieee I&M Society TC9
001B1A,"e-trees Japan, Inc.",ieee,1.0,"wireshark,nmap",etreesJapan | e-trees Japan
001B1B,"Siemens AG,",ieee,1.0,"wireshark,nmap","Siemens | Siemens AG,"
001B1C,Coherent,ieee,1.0,"wireshark,nmap",Coherent | Coherent
001B1D,"Phoenix International Co., Ltd",ieee,1.0,"wireshark,nmap",PhoenixInter | Phoenix International
001B1E,HART Communication Foundation,ieee,1.0,"wireshark,nmap",HARTCommunic | Hart Communication Foundation
001B1F,FORCE Technology,ieee,1.0,"wireshark,nmap",FORCETechnol | Force Technology
001B20,TPine Technology,ieee,1.0,"wireshark,nmap",TPineTechnol | TPine Technology
001B21,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
001B22,Palit Microsystems ( H.K.) Ltd.,ieee,1.0,"wireshark,nmap",PalitMicrosy | Palit Microsystems ( H.K.)
001B23,SimpleComTools,ieee,1.0,"wireshark,nmap",SimpleComToo | SimpleComTools
001B24,Quanta Computer Inc.,ieee,1.0,"wireshark,nmap",QuantaComput | Quanta Computer
001B25,Nortel Networks,ieee,1.0,"wireshark,nmap",NortelNetwor | Nortel Networks
001B26,RON-Telecom ZAO,ieee,1.0,"wireshark,nmap",RONTelecom | RON-Telecom ZAO
001B27,Merlin CSI,ieee,1.0,"wireshark,nmap",MerlinCSI | Merlin CSI
001B28,"POLYGON, JSC",ieee,1.0,"wireshark,nmap",Polygon | Polygon
001B29,"Avantis.Co.,Ltd",ieee,1.0,"wireshark,nmap",Avantis | Avantis.Co.
001B2A,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B2B,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B2C,ATRON electronic GmbH,ieee,1.0,"wireshark,nmap",ATRONelectro | Atron electronic GmbH
001B2D,Med-Eng Systems Inc.,ieee,1.0,"wireshark,nmap",MedEng | Med-Eng Systems
001B2E,Sinkyo Electron Inc,ieee,1.0,"wireshark,nmap",SinkyoElectr | Sinkyo Electron
001B2F,NETGEAR,ieee,1.0,"wireshark,nmap",Netgear | Netgear
001B30,Solitech Inc.,ieee,1.0,"wireshark,nmap",Solitech | Solitech
001B31,Neural Image. Co. Ltd.,ieee,1.0,"wireshark,nmap",NeuralImage | Neural Image.
001B32,QLogic Corporation,ieee,1.0,"wireshark,nmap",QLogic | QLogic
001B33,Nokia Danmark A/S,ieee,1.0,"wireshark,nmap",NokiaDanmark | Nokia Danmark A/S
001B34,Focus System Inc.,ieee,1.0,"wireshark,nmap",FocusSystem | Focus System
001B35,"ChongQing JINOU Science & Technology Development CO.,Ltd",ieee,1.0,"wireshark,nmap",ChongQingJIN | ChongQing Jinou Science & Technology Development
001B36,"Tsubata Engineering Co.,Ltd. (Head Office)",ieee,1.0,"wireshark,nmap","TsubataEngin | Tsubata Engineering,Ltd. (Head Office)"
001B37,Computec Oy,ieee,1.0,"wireshark,nmap",Computec | Computec Oy
001B38,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",ieee,1.0,"wireshark,nmap",CompalInform | Compal Information (Kunshan)
001B39,Proxicast,ieee,1.0,"wireshark,nmap",Proxicast | Proxicast
001B3A,SIMS Corp.,ieee,1.0,"wireshark,nmap",SIMS | Sims
001B3B,"Yi-Qing CO., LTD",ieee,1.0,"wireshark,nmap",YiQing | Yi-Qing
001B3C,"Software Technologies Group,Inc.",ieee,1.0,"wireshark,nmap",SoftwareTech | Software Technologies Group
001B3D,EuroTel Spa,ieee,1.0,"wireshark,nmap",EuroTel | EuroTel Spa
001B3E,"Curtis, Inc.",ieee,1.0,"wireshark,nmap",Curtis | Curtis
001B3F,ProCurve Networking by HP,ieee,1.0,"wireshark,nmap",ProCurveNetw | ProCurve Networking by HP
001B40,Network Automation mxc AB,ieee,1.0,"wireshark,nmap",NetworkAutom | Network Automation mxc AB
001B41,"General Infinity Co.,Ltd.",ieee,1.0,"wireshark,nmap",GeneralInfin | General Infinity
001B42,Wise & Blue,ieee,1.0,"wireshark,nmap",WiseBlue | Wise & Blue
001B43,"Beijing DG Telecommunications equipment Co.,Ltd",ieee,1.0,"wireshark,nmap",DGTelecommun | Beijing DG Telecommunications equipment
001B44,SanDisk Corporation,ieee,1.0,"wireshark,nmap",SanDisk | SanDisk
001B45,"ABB AS, Division Automation Products",ieee,1.0,"wireshark,nmap","ABBASDivisio | ABB AS, Division Automation Products"
001B46,"Blueone Technology Co.,Ltd",ieee,1.0,"wireshark,nmap",BlueoneTechn | Blueone Technology
001B47,Futarque A/S,ieee,1.0,"wireshark,nmap",Futarque | Futarque A/S
001B48,"Shenzhen Lantech Electronics Co., Ltd.",ieee,1.0,"wireshark,nmap",LantechElect | Shenzhen Lantech Electronics
001B49,Roberts Radio limited,ieee,1.0,"wireshark,nmap",RobertsRadio | Roberts Radio limited
001B4A,"W&W Communications, Inc.",ieee,1.0,"wireshark,nmap",W&WCommunica | W&W Communications
001B4B,"SANION Co., Ltd.",ieee,1.0,"wireshark,nmap",SANION | Sanion
001B4C,Signtech,ieee,1.0,"wireshark,nmap",Signtech | Signtech
001B4D,Areca Technology Corporation,ieee,1.0,"wireshark,nmap",ArecaTechnol | Areca Technology
001B4E,Navman New Zealand,ieee,1.0,"wireshark,nmap",NavmanNewZea | Navman New Zealand
001B4F,Avaya Inc,ieee,1.0,"wireshark,nmap",Avaya | Avaya
001B50,"Nizhny Novgorod Factory named after M.Frunze, FSUE (NZiF)",ieee,1.0,"wireshark,nmap","NizhnyNovgor | Nizhny Novgorod Factory named after M.Frunze, Fsue (NZiF)"
001B51,Vector Technology Corp.,ieee,1.0,"wireshark,nmap",VectorTechno | Vector Technology
001B52,Commscope,ieee,1.0,"wireshark,nmap",Commscope | Commscope
001B53,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B54,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B55,Hurco Automation Ltd.,ieee,1.0,"wireshark,nmap",HurcoAutomat | Hurco Automation
001B56,Tehuti Networks Ltd.,ieee,1.0,"wireshark,nmap",TehutiNetwor | Tehuti Networks
001B57,SEMINDIA SYSTEMS PRIVATE LIMITED,ieee,1.0,"wireshark,nmap",SemindiaPriv | Semindia Systems Private Limited
001B58,"ACE CAD Enterprise Co., Ltd.",ieee,1.0,"wireshark,nmap",ACECADEnterp | ACE CAD Enterprise
001B59,Sony Corporation,ieee,1.0,"wireshark,nmap",Sony | Sony
001B5A,"Apollo Imaging Technologies, Inc.",ieee,1.0,"wireshark,nmap",ApolloImagin | Apollo Imaging Technologies
001B5B,2Wire Inc,ieee,1.0,"wireshark,nmap",2Wire | 2Wire
001B5C,"Azuretec Co., Ltd.",ieee,1.0,"wireshark,nmap",Azuretec | Azuretec
001B5D,Vololink Pty Ltd,ieee,1.0,"wireshark,nmap",Vololink | Vololink
001B5E,BPL Limited,ieee,1.0,"wireshark,nmap",BPL | BPL Limited
001B5F,Alien Technology,ieee,1.0,"wireshark,nmap",AlienTechnol | Alien Technology
001B60,NAVIGON AG,ieee,1.0,"wireshark,nmap",Navigon | Navigon AG
001B61,"Digital Acoustics, LLC",ieee,1.0,"wireshark,nmap",DigitalAcous | Digital Acoustics
001B62,"JHT Optoelectronics Co.,Ltd.",ieee,1.0,"wireshark,nmap",JHTOptoelect | JHT Optoelectronics
001B63,"Apple, Inc.",ieee,1.0,"wireshark,nmap",Apple | Apple
001B64,"IsaacLandKorea Co., Ltd,",ieee,1.0,"wireshark,nmap",IsaacLandKor | IsaacLandKorea
001B65,"China Gridcom Co., Ltd",ieee,1.0,"wireshark,nmap",ChinaGridcom | China Gridcom
001B66,Sennheiser electronic GmbH & Co. KG,ieee,1.0,"wireshark,nmap",Sennheiserel | Sennheiser electronic GmbH & KG
001B67,Cisco Systems Inc,ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B68,"Modnnet Co., Ltd",ieee,1.0,"wireshark,nmap",Modnnet | Modnnet
001B69,Equaline Corporation,ieee,1.0,"wireshark,nmap",Equaline | Equaline
001B6A,Powerwave Technologies Sweden AB,ieee,1.0,"wireshark,nmap",PowerwaveTec | Powerwave Technologies Sweden AB
001B6B,Swyx Solutions AG,ieee,1.0,"wireshark,nmap",SwyxSolution | Swyx Solutions AG
001B6C,LookX Digital Media BV,ieee,1.0,"wireshark,nmap",LookXDigital | LookX Digital Media BV
001B6D,"Midtronics, Inc.",ieee,1.0,"wireshark,nmap",Midtronics | Midtronics
001B6E,"Keysight Technologies, Inc.",ieee,1.0,"wireshark,nmap",KeysightTech | Keysight Technologies
001B6F,Teletrak Ltd,ieee,1.0,"wireshark,nmap",Teletrak | Teletrak
001B70,"IRI Ubiteq, INC.",ieee,1.0,"wireshark,nmap",IRIUbiteq | IRI Ubiteq
001B71,Telular Corp.,ieee,1.0,"wireshark,nmap",Telular | Telular
001B72,Sicep s.p.a.,ieee,1.0,"wireshark,nmap",Sicep | Sicep
001B73,DTL Broadcast Ltd,ieee,1.0,"wireshark,nmap",DTLBroadcast | DTL Broadcast
001B74,MiraLink Corporation,ieee,1.0,"wireshark,nmap",MiraLink | MiraLink
001B75,Hypermedia Systems,ieee,1.0,"wireshark,nmap",Hypermedia | Hypermedia Systems
001B76,"Ripcode, Inc.",ieee,1.0,"wireshark,nmap",Ripcode | Ripcode
001B77,Intel Corporate,ieee,1.0,"wireshark,nmap",Intel | Intel Corporate
001B78,Hewlett Packard,ieee,1.0,"wireshark,nmap",HewlettPacka | Hewlett Packard
001B79,FAIVELEY TRANSPORT,ieee,1.0,"wireshark,nmap",FaiveleyTran | Faiveley Transport
001B7A,"Nintendo Co., Ltd.",ieee,1.0,"wireshark,nmap",Nintendo | Nintendo
001B7B,The Tintometer Ltd,ieee,1.0,"wireshark,nmap",Tintometer | The Tintometer
001B7C,A & R Cambridge,ieee,1.0,"wireshark,nmap",ARCambridge | A & R Cambridge
001B7D,CXR Anderson Jacobson,ieee,1.0,"wireshark,nmap",CXRAndersonJ | CXR Anderson Jacobson
001B7E,Beckmann GmbH,ieee,1.0,"wireshark,nmap",Beckmann | Beckmann GmbH
001B7F,TMN Technologies Telecomunicacoes Ltda,ieee,1.0,"wireshark,nmap",TMNTechnolog | TMN Technologies Telecomunicacoes Ltda
001B80,LORD Corporation,ieee,1.0,"wireshark,nmap",LORD | Lord
001B81,"DATAQ Instruments, Inc.",ieee,1.0,"wireshark,nmap",DATAQInstrum | Dataq Instruments
001B82,"Taiwan Semiconductor Co., Ltd.",ieee,1.0,"wireshark,nmap",TaiwanSemico | Taiwan Semiconductor
001B83,Finsoft Ltd,ieee,1.0,"wireshark,nmap",Finsoft | Finsoft
001B84,Scan Engineering Telecom,ieee,1.0,"wireshark,nmap",ScanEngineer | Scan Engineering Telecom
001B85,Everllence,ieee,1.0,"wireshark,nmap",Everllence | Everllence
001B86,Bosch Access Systems GmbH,ieee,1.0,"wireshark,nmap",BoschAccess | Bosch Access Systems GmbH
001B87,"Deepsound Tech. Co., Ltd",ieee,1.0,"wireshark,nmap",DeepsoundTec | Deepsound Tech.
001B88,Divinet Access Technologies Ltd,ieee,1.0,"wireshark,nmap",DivinetAcces | Divinet Access Technologies
001B89,EMZA Visual Sense Ltd.,ieee,1.0,"wireshark,nmap",EMZAVisualSe | Emza Visual Sense
001B8A,2M Electronic A/S,ieee,1.0,"wireshark,nmap",2MElectronic | 2M Electronic A/S
001B8B,"NEC Platforms, Ltd.",ieee,1.0,"wireshark,nmap",NECPlatforms | NEC Platforms
001B8C,JMicron Technology Corp.,ieee,1.0,"wireshark,nmap",JMicronTechn | JMicron Technology
001B8D,"Electronic Computer Systems, Inc.",ieee,1.0,"wireshark,nmap",ElectronicCo | Electronic Computer Systems
001B8E,Hulu Sweden AB,ieee,1.0,"wireshark,nmap",HuluSweden | Hulu Sweden AB
001B8F,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B90,"Cisco Systems, Inc",ieee,1.0,"wireshark,nmap",Cisco | Cisco Systems
001B91,EFKON AG,ieee,1.0,"wireshark,nmap",Efkon | Efkon AG
001B92,l-acoustics,ieee,1.0,"wireshark,nmap",lacoustics | l-acoustics
001B93,JC Decaux SA DNT,ieee,1.0,"wireshark,nmap",JCDecauxDNT | JC Decaux SA DNT
001B94,T.E.M.A. S.p.A.,ieee,1.0,"wireshark,nmap",TEMpA | T.E.M.A.
001B95,VIDEO SYSTEMS SRL,ieee,1.0,"wireshark,nmap",Video | Video Systems SRL
001B96,General Sensing,ieee,1.0,"wireshark,nmap",GeneralSensi | General Sensing
